subject,predicate,object,source_url,sentence
Aristotle,crumble,"Stagira, Macedonia",https://biographyonline.net/scientists/aristotle.html,"“Time crumbles things; everything grows old under the power of Time and is forgotten through the lapse of Time.”
– Aristotle (Physics)
Early life
Aristotle was born in Stagira, Macedonia (northern Greece) around 384 BC."
Aristotle,crumble,Greece,https://biographyonline.net/scientists/aristotle.html,"“Time crumbles things; everything grows old under the power of Time and is forgotten through the lapse of Time.”
– Aristotle (Physics)
Early life
Aristotle was born in Stagira, Macedonia (northern Greece) around 384 BC."
Aristotle,crumble,384 BC,https://biographyonline.net/scientists/aristotle.html,"“Time crumbles things; everything grows old under the power of Time and is forgotten through the lapse of Time.”
– Aristotle (Physics)
Early life
Aristotle was born in Stagira, Macedonia (northern Greece) around 384 BC."
"Stagira, Macedonia",crumble,Greece,https://biographyonline.net/scientists/aristotle.html,"“Time crumbles things; everything grows old under the power of Time and is forgotten through the lapse of Time.”
– Aristotle (Physics)
Early life
Aristotle was born in Stagira, Macedonia (northern Greece) around 384 BC."
"Stagira, Macedonia",crumble,384 BC,https://biographyonline.net/scientists/aristotle.html,"“Time crumbles things; everything grows old under the power of Time and is forgotten through the lapse of Time.”
– Aristotle (Physics)
Early life
Aristotle was born in Stagira, Macedonia (northern Greece) around 384 BC."
Greece,crumble,384 BC,https://biographyonline.net/scientists/aristotle.html,"“Time crumbles things; everything grows old under the power of Time and is forgotten through the lapse of Time.”
– Aristotle (Physics)
Early life
Aristotle was born in Stagira, Macedonia (northern Greece) around 384 BC."
Athens,travel,the Academy of Plato,https://biographyonline.net/scientists/aristotle.html,"After his father’s death, he travelled to Athens to join the Academy of Plato."
Aristotle,study,Plato,https://biographyonline.net/scientists/aristotle.html,As Aristotle studied under Plato he would have learnt about the philosophic traditions of Socrates.
Aristotle,study,Socrates,https://biographyonline.net/scientists/aristotle.html,As Aristotle studied under Plato he would have learnt about the philosophic traditions of Socrates.
Plato,study,Socrates,https://biographyonline.net/scientists/aristotle.html,As Aristotle studied under Plato he would have learnt about the philosophic traditions of Socrates.
Aristotle,return,Alexander the Great,https://biographyonline.net/scientists/aristotle.html,"– Aristotle (Nicomachean Ethics)
Aristotle and Alexander the Great
In 342 BC Aristotle returned to Macedonia to become the teacher of the future Macedonian King – Alexander the Great."
Aristotle,return,342 BC,https://biographyonline.net/scientists/aristotle.html,"– Aristotle (Nicomachean Ethics)
Aristotle and Alexander the Great
In 342 BC Aristotle returned to Macedonia to become the teacher of the future Macedonian King – Alexander the Great."
Aristotle,return,Macedonia,https://biographyonline.net/scientists/aristotle.html,"– Aristotle (Nicomachean Ethics)
Aristotle and Alexander the Great
In 342 BC Aristotle returned to Macedonia to become the teacher of the future Macedonian King – Alexander the Great."
Alexander the Great,return,342 BC,https://biographyonline.net/scientists/aristotle.html,"– Aristotle (Nicomachean Ethics)
Aristotle and Alexander the Great
In 342 BC Aristotle returned to Macedonia to become the teacher of the future Macedonian King – Alexander the Great."
Alexander the Great,return,Aristotle,https://biographyonline.net/scientists/aristotle.html,"– Aristotle (Nicomachean Ethics)
Aristotle and Alexander the Great
In 342 BC Aristotle returned to Macedonia to become the teacher of the future Macedonian King – Alexander the Great."
Alexander the Great,return,Macedonia,https://biographyonline.net/scientists/aristotle.html,"– Aristotle (Nicomachean Ethics)
Aristotle and Alexander the Great
In 342 BC Aristotle returned to Macedonia to become the teacher of the future Macedonian King – Alexander the Great."
342 BC,return,Aristotle,https://biographyonline.net/scientists/aristotle.html,"– Aristotle (Nicomachean Ethics)
Aristotle and Alexander the Great
In 342 BC Aristotle returned to Macedonia to become the teacher of the future Macedonian King – Alexander the Great."
342 BC,return,Macedonia,https://biographyonline.net/scientists/aristotle.html,"– Aristotle (Nicomachean Ethics)
Aristotle and Alexander the Great
In 342 BC Aristotle returned to Macedonia to become the teacher of the future Macedonian King – Alexander the Great."
342 BC,return,Alexander the Great,https://biographyonline.net/scientists/aristotle.html,"– Aristotle (Nicomachean Ethics)
Aristotle and Alexander the Great
In 342 BC Aristotle returned to Macedonia to become the teacher of the future Macedonian King – Alexander the Great."
Macedonia,return,Alexander the Great,https://biographyonline.net/scientists/aristotle.html,"– Aristotle (Nicomachean Ethics)
Aristotle and Alexander the Great
In 342 BC Aristotle returned to Macedonia to become the teacher of the future Macedonian King – Alexander the Great."
Aristotle,teach,several years,https://biographyonline.net/scientists/aristotle.html,"Aristotle taught the future king for several years on political philosophy, history and ethics."
Alexander the Great,ignore,Aristotle,https://biographyonline.net/scientists/aristotle.html,"Alexander the Great would later ignore much of Aristotle’s teachings such as the desirability of oligarchic leadership, but, his education by Aristotle must have left an abiding impression on the young prince."
Aristotle,think,335 BC,https://biographyonline.net/scientists/aristotle.html,"“If liberty and equality, as is thought by some, are chiefly to be found in democracy, they will be best attained when all persons alike share in the government to the utmost.”
– Aristotle (Politics)
In 335 BC, Alexander ascended the throne and began his great wars of conquest."
Aristotle,think,Alexander,https://biographyonline.net/scientists/aristotle.html,"“If liberty and equality, as is thought by some, are chiefly to be found in democracy, they will be best attained when all persons alike share in the government to the utmost.”
– Aristotle (Politics)
In 335 BC, Alexander ascended the throne and began his great wars of conquest."
335 BC,think,Alexander,https://biographyonline.net/scientists/aristotle.html,"“If liberty and equality, as is thought by some, are chiefly to be found in democracy, they will be best attained when all persons alike share in the government to the utmost.”
– Aristotle (Politics)
In 335 BC, Alexander ascended the throne and began his great wars of conquest."
Aristotle,return,Athens,https://biographyonline.net/scientists/aristotle.html,"During this period, Aristotle returned to Athens, where he opened his own school – the Lyceum."
Alexander,seek,Aristotle,https://biographyonline.net/scientists/aristotle.html,"Whilst Alexander did not seek his old tutor’s advice, he appears to have given Aristotle a generous fund to support the Lyceum and Aristotle’s work."
Alexander,seek,Lyceum,https://biographyonline.net/scientists/aristotle.html,"Whilst Alexander did not seek his old tutor’s advice, he appears to have given Aristotle a generous fund to support the Lyceum and Aristotle’s work."
Aristotle,seek,Lyceum,https://biographyonline.net/scientists/aristotle.html,"Whilst Alexander did not seek his old tutor’s advice, he appears to have given Aristotle a generous fund to support the Lyceum and Aristotle’s work."
Lyceum,seek,Aristotle,https://biographyonline.net/scientists/aristotle.html,"Whilst Alexander did not seek his old tutor’s advice, he appears to have given Aristotle a generous fund to support the Lyceum and Aristotle’s work."
Aristotle,create,Alexander,https://biographyonline.net/scientists/aristotle.html,"However, Aristotle’s independence of thought did create tension with the powerful Alexander."
Alexander,die,323 BC,https://biographyonline.net/scientists/aristotle.html,"When Alexander died in 323 BC, Aristotle also suffered from his association with the former king, and anti-Macedonian sentiment in Athens encouraged Aristotle to flee."
Alexander,die,Aristotle,https://biographyonline.net/scientists/aristotle.html,"When Alexander died in 323 BC, Aristotle also suffered from his association with the former king, and anti-Macedonian sentiment in Athens encouraged Aristotle to flee."
Alexander,die,Athens,https://biographyonline.net/scientists/aristotle.html,"When Alexander died in 323 BC, Aristotle also suffered from his association with the former king, and anti-Macedonian sentiment in Athens encouraged Aristotle to flee."
323 BC,die,Aristotle,https://biographyonline.net/scientists/aristotle.html,"When Alexander died in 323 BC, Aristotle also suffered from his association with the former king, and anti-Macedonian sentiment in Athens encouraged Aristotle to flee."
323 BC,die,Athens,https://biographyonline.net/scientists/aristotle.html,"When Alexander died in 323 BC, Aristotle also suffered from his association with the former king, and anti-Macedonian sentiment in Athens encouraged Aristotle to flee."
Aristotle,die,Athens,https://biographyonline.net/scientists/aristotle.html,"When Alexander died in 323 BC, Aristotle also suffered from his association with the former king, and anti-Macedonian sentiment in Athens encouraged Aristotle to flee."
Athens,die,Aristotle,https://biographyonline.net/scientists/aristotle.html,"When Alexander died in 323 BC, Aristotle also suffered from his association with the former king, and anti-Macedonian sentiment in Athens encouraged Aristotle to flee."
Socrates,bear,Athens,https://biographyonline.net/scientists/aristotle.html,"Bearing in mind the fate of Socrates, he didn’t want Athens ‘to sin against philosophy for a second time.’"
A few months,leave,Athens,https://biographyonline.net/scientists/aristotle.html,"A few months after leaving Athens, he died at the age of sixty-two."
A few months,leave,the age of sixty-two,https://biographyonline.net/scientists/aristotle.html,"A few months after leaving Athens, he died at the age of sixty-two."
Athens,leave,the age of sixty-two,https://biographyonline.net/scientists/aristotle.html,"A few months after leaving Athens, he died at the age of sixty-two."
Aristotle,influence,the medieval period,https://biographyonline.net/scientists/aristotle.html,"In the field of physics, Aristotle’s ideas influenced much of the medieval period and lasted into the European Renaissance, when his ideas were replaced by the physics of Isaac Newton."
Aristotle,influence,the European Renaissance,https://biographyonline.net/scientists/aristotle.html,"In the field of physics, Aristotle’s ideas influenced much of the medieval period and lasted into the European Renaissance, when his ideas were replaced by the physics of Isaac Newton."
Aristotle,influence,Isaac Newton,https://biographyonline.net/scientists/aristotle.html,"In the field of physics, Aristotle’s ideas influenced much of the medieval period and lasted into the European Renaissance, when his ideas were replaced by the physics of Isaac Newton."
the medieval period,influence,the European Renaissance,https://biographyonline.net/scientists/aristotle.html,"In the field of physics, Aristotle’s ideas influenced much of the medieval period and lasted into the European Renaissance, when his ideas were replaced by the physics of Isaac Newton."
the medieval period,influence,Isaac Newton,https://biographyonline.net/scientists/aristotle.html,"In the field of physics, Aristotle’s ideas influenced much of the medieval period and lasted into the European Renaissance, when his ideas were replaced by the physics of Isaac Newton."
the European Renaissance,influence,Isaac Newton,https://biographyonline.net/scientists/aristotle.html,"In the field of physics, Aristotle’s ideas influenced much of the medieval period and lasted into the European Renaissance, when his ideas were replaced by the physics of Isaac Newton."
the medieval ages,see,Aristotle,https://biographyonline.net/scientists/aristotle.html,"During the medieval ages, Aristotle was seen as a primary source of knowledge and at times, there became a rigid adherence to Aristotle’s writing."
Aristotle,influence,Thomas Aquinas,https://biographyonline.net/scientists/aristotle.html,Aristotle was one of the few classical philosophers who strongly influenced later Christian writers such as Thomas Aquinas.
Islam,exert,Aristotle,https://biographyonline.net/scientists/aristotle.html,He also exerted an important influence on Islamic scholars who tried to synthesis Islam with the rationality of Aristotle.
Plato,include,Aristotle,https://biographyonline.net/scientists/aristotle.html,"Includes Plato, Aristotle, Socrates and Hippocrates."
Plato,include,Socrates,https://biographyonline.net/scientists/aristotle.html,"Includes Plato, Aristotle, Socrates and Hippocrates."
Plato,include,Hippocrates,https://biographyonline.net/scientists/aristotle.html,"Includes Plato, Aristotle, Socrates and Hippocrates."
Aristotle,include,Socrates,https://biographyonline.net/scientists/aristotle.html,"Includes Plato, Aristotle, Socrates and Hippocrates."
Aristotle,include,Hippocrates,https://biographyonline.net/scientists/aristotle.html,"Includes Plato, Aristotle, Socrates and Hippocrates."
Socrates,include,Hippocrates,https://biographyonline.net/scientists/aristotle.html,"Includes Plato, Aristotle, Socrates and Hippocrates."
25 December 1642,expect,Newton,https://www.bbc.co.uk/teach/articles/zh8792p,"25 December 1642
Not expected to survive the day
Newton was born prematurely on Christmas morning, in Woolsthorpe, Lincolnshire."
25 December 1642,expect,Woolsthorpe,https://www.bbc.co.uk/teach/articles/zh8792p,"25 December 1642
Not expected to survive the day
Newton was born prematurely on Christmas morning, in Woolsthorpe, Lincolnshire."
25 December 1642,expect,Lincolnshire,https://www.bbc.co.uk/teach/articles/zh8792p,"25 December 1642
Not expected to survive the day
Newton was born prematurely on Christmas morning, in Woolsthorpe, Lincolnshire."
Newton,expect,Woolsthorpe,https://www.bbc.co.uk/teach/articles/zh8792p,"25 December 1642
Not expected to survive the day
Newton was born prematurely on Christmas morning, in Woolsthorpe, Lincolnshire."
Newton,expect,Lincolnshire,https://www.bbc.co.uk/teach/articles/zh8792p,"25 December 1642
Not expected to survive the day
Newton was born prematurely on Christmas morning, in Woolsthorpe, Lincolnshire."
Woolsthorpe,expect,Lincolnshire,https://www.bbc.co.uk/teach/articles/zh8792p,"25 December 1642
Not expected to survive the day
Newton was born prematurely on Christmas morning, in Woolsthorpe, Lincolnshire."
Isaac,leave,three,https://www.bbc.co.uk/teach/articles/zh8792p,"When Isaac was three, his mother left him with his grandmother and married a man from a nearby village."
Grantham,seek,Newton,https://www.bbc.co.uk/teach/articles/zh8792p,"At Grantham school, Newton sought solace in books."
Newton,enrol,Trinity College,https://www.bbc.co.uk/teach/articles/zh8792p,"A mathematical mentor
Newton enrolled at Trinity College, Cambridge."
Newton,enrol,Cambridge,https://www.bbc.co.uk/teach/articles/zh8792p,"A mathematical mentor
Newton enrolled at Trinity College, Cambridge."
Trinity College,enrol,Cambridge,https://www.bbc.co.uk/teach/articles/zh8792p,"A mathematical mentor
Newton enrolled at Trinity College, Cambridge."
Isaac Barrow,steer,Cambridge,https://www.bbc.co.uk/teach/articles/zh8792p,"Isaac Barrow, Cambridge's first professor of mathematics, steered Newton away from the standard undergraduate texts and towards the big unsolved mathematical problems of the day, such as calculus - a way of describing how things change."
Isaac Barrow,steer,Newton,https://www.bbc.co.uk/teach/articles/zh8792p,"Isaac Barrow, Cambridge's first professor of mathematics, steered Newton away from the standard undergraduate texts and towards the big unsolved mathematical problems of the day, such as calculus - a way of describing how things change."
Isaac Barrow,steer,the day,https://www.bbc.co.uk/teach/articles/zh8792p,"Isaac Barrow, Cambridge's first professor of mathematics, steered Newton away from the standard undergraduate texts and towards the big unsolved mathematical problems of the day, such as calculus - a way of describing how things change."
Cambridge,steer,Newton,https://www.bbc.co.uk/teach/articles/zh8792p,"Isaac Barrow, Cambridge's first professor of mathematics, steered Newton away from the standard undergraduate texts and towards the big unsolved mathematical problems of the day, such as calculus - a way of describing how things change."
Cambridge,steer,the day,https://www.bbc.co.uk/teach/articles/zh8792p,"Isaac Barrow, Cambridge's first professor of mathematics, steered Newton away from the standard undergraduate texts and towards the big unsolved mathematical problems of the day, such as calculus - a way of describing how things change."
Newton,steer,the day,https://www.bbc.co.uk/teach/articles/zh8792p,"Isaac Barrow, Cambridge's first professor of mathematics, steered Newton away from the standard undergraduate texts and towards the big unsolved mathematical problems of the day, such as calculus - a way of describing how things change."
Newton,hunt,Descartes,https://www.bbc.co.uk/teach/articles/zh8792p,"Newton also hunted out new works by men such as Descartes, who argued that the Universe was governed by mechanical laws."
Cambridge University,close,Newton,https://www.bbc.co.uk/teach/articles/zh8792p,"When Cambridge University was closed because of the plague, Newton was forced to return home."
the Royal Society,reproduce,Newton,https://www.bbc.co.uk/teach/articles/zh8792p,Other members of the Royal Society could not reproduce his results â partly because Newton had described his experiment in an obscure manner.
Newton,begin,Gottfried Leibniz,https://www.bbc.co.uk/teach/articles/zh8792p,"Newton's greatest rivalry begins
When German philosopher Gottfried Leibniz published an important mathematical paper, it was the beginning of a lifelong feud between the two men."
Newton,claim,20 years before,https://www.bbc.co.uk/teach/articles/zh8792p,"However, Newton claimed he'd done the same work 20 years before and that Leibniz had stolen his ideas."
Newton,claim,Leibniz,https://www.bbc.co.uk/teach/articles/zh8792p,"However, Newton claimed he'd done the same work 20 years before and that Leibniz had stolen his ideas."
20 years before,claim,Leibniz,https://www.bbc.co.uk/teach/articles/zh8792p,"However, Newton claimed he'd done the same work 20 years before and that Leibniz had stolen his ideas."
Robert Hooke,challenge,Newton,https://www.bbc.co.uk/teach/articles/zh8792p,"The Principia Mathematica: A foundation of modern science
Challenged by Robert Hooke to prove his theories about planetary orbits, Newton produced what is considered the foundation for physics as we know it."
Newton,take,two years,https://www.bbc.co.uk/teach/articles/zh8792p,The Philosophiae Naturalis Principia Mathematica took Newton two years to write.
Newton,sit,James II,https://www.bbc.co.uk/teach/articles/zh8792p,"Profoundly religious, Newton could not sit by while James II attempted to re-Catholicise Cambridge University â even if it meant nailing his own religious colours to the mast."
Newton,sit,Cambridge University,https://www.bbc.co.uk/teach/articles/zh8792p,"Profoundly religious, Newton could not sit by while James II attempted to re-Catholicise Cambridge University â even if it meant nailing his own religious colours to the mast."
James II,sit,Cambridge University,https://www.bbc.co.uk/teach/articles/zh8792p,"Profoundly religious, Newton could not sit by while James II attempted to re-Catholicise Cambridge University â even if it meant nailing his own religious colours to the mast."
James,fight,Parliament,https://www.bbc.co.uk/teach/articles/zh8792p,He successfully fought James's reforms and got himself elected as a Member of Parliament.
mid-1693,suffer,Newton,https://www.bbc.co.uk/teach/articles/zh8792p,"Exhaustion and breakdown
In mid-1693, Newton suffered a mental collapse when he suspected that his friends were conspiring against him."
five nights in a row,work,Newton,https://www.bbc.co.uk/teach/articles/zh8792p,"After working five nights in a row, Newton suffered what we might describe as a nervous breakdown."
John Locke,apologise,Samuel Pepys,https://www.bbc.co.uk/teach/articles/zh8792p,"He later apologised to the philosopher John Locke and to the MP Samuel Pepys for having wished them dead, though whether he actually wished this is unclear."
Newton,save,Britain,https://www.bbc.co.uk/teach/articles/zh8792p,Newton saves Britain's currency
the Royal Mint,find,Newton,https://www.bbc.co.uk/teach/articles/zh8792p,"As warden of the Royal Mint, Newton found a new calling."
Newton,elect,the Royal Society,https://www.bbc.co.uk/teach/articles/zh8792p,"Newton elected president of the Royal Society
As the leading figure in British natural philosophy, Newton had completed his most important work."
the Royal Society,elect,Newton,https://www.bbc.co.uk/teach/articles/zh8792p,"Newton elected president of the Royal Society
As the leading figure in British natural philosophy, Newton had completed his most important work."
Hooke,try,John Flamsteed,https://www.bbc.co.uk/teach/articles/zh8792p,He tried to write Hooke out of history and began another bitter dispute with astronomer John Flamsteed by publishing Flamsteed's catalogue of stars without his consent.
Hooke,try,Flamsteed,https://www.bbc.co.uk/teach/articles/zh8792p,He tried to write Hooke out of history and began another bitter dispute with astronomer John Flamsteed by publishing Flamsteed's catalogue of stars without his consent.
John Flamsteed,try,Flamsteed,https://www.bbc.co.uk/teach/articles/zh8792p,He tried to write Hooke out of history and began another bitter dispute with astronomer John Flamsteed by publishing Flamsteed's catalogue of stars without his consent.
Newton,quarrel,Leibniz,https://www.bbc.co.uk/teach/articles/zh8792p,Newton and Leibniz had quarrelled over who invented calculus.
1713,form,the Royal Society,https://www.bbc.co.uk/teach/articles/zh8792p,"In 1713, the Royal Society formed a committee to decide once and for all who invented calculus."
Newton,find,Leibniz,https://www.bbc.co.uk/teach/articles/zh8792p,It found that Newton had beaten Leibniz by many years.
Newton,find,many years,https://www.bbc.co.uk/teach/articles/zh8792p,It found that Newton had beaten Leibniz by many years.
Leibniz,find,many years,https://www.bbc.co.uk/teach/articles/zh8792p,It found that Newton had beaten Leibniz by many years.
Royal Society,din,William Stukeley,https://www.bbc.co.uk/teach/articles/zh8792p,"Dining with fellow Royal Society member William Stukeley, Newton remembered that he had been sitting beneath an apple tree at his family home of Woolsthorpe, and a falling apple had prompted him to think about gravity."
Royal Society,din,Newton,https://www.bbc.co.uk/teach/articles/zh8792p,"Dining with fellow Royal Society member William Stukeley, Newton remembered that he had been sitting beneath an apple tree at his family home of Woolsthorpe, and a falling apple had prompted him to think about gravity."
Royal Society,din,Woolsthorpe,https://www.bbc.co.uk/teach/articles/zh8792p,"Dining with fellow Royal Society member William Stukeley, Newton remembered that he had been sitting beneath an apple tree at his family home of Woolsthorpe, and a falling apple had prompted him to think about gravity."
William Stukeley,din,Newton,https://www.bbc.co.uk/teach/articles/zh8792p,"Dining with fellow Royal Society member William Stukeley, Newton remembered that he had been sitting beneath an apple tree at his family home of Woolsthorpe, and a falling apple had prompted him to think about gravity."
William Stukeley,din,Woolsthorpe,https://www.bbc.co.uk/teach/articles/zh8792p,"Dining with fellow Royal Society member William Stukeley, Newton remembered that he had been sitting beneath an apple tree at his family home of Woolsthorpe, and a falling apple had prompted him to think about gravity."
Newton,din,Woolsthorpe,https://www.bbc.co.uk/teach/articles/zh8792p,"Dining with fellow Royal Society member William Stukeley, Newton remembered that he had been sitting beneath an apple tree at his family home of Woolsthorpe, and a falling apple had prompted him to think about gravity."
Newton,tell,Catherine,https://www.bbc.co.uk/teach/articles/zh8792p,"The story was also told by other people who knew Newton, including his niece Catherine who cared for him in his later years."
Newton,tell,his later years,https://www.bbc.co.uk/teach/articles/zh8792p,"The story was also told by other people who knew Newton, including his niece Catherine who cared for him in his later years."
Catherine,tell,his later years,https://www.bbc.co.uk/teach/articles/zh8792p,"The story was also told by other people who knew Newton, including his niece Catherine who cared for him in his later years."
Newton,die,84,https://www.bbc.co.uk/teach/articles/zh8792p,"Newton dies
Newton died aged 84, and was buried with full honours in Westminster Abbey."
1613,write,Benedetto Castelli,https://www.britannica.com/biography/Galileo-Galilei/Galileos-Copernicanism,In 1613 he wrote a letter to his student Benedetto Castelli (1577–1644) in Pisa about the problem of squaring the Copernican theory with certain biblical passages.
1613,write,Pisa,https://www.britannica.com/biography/Galileo-Galilei/Galileos-Copernicanism,In 1613 he wrote a letter to his student Benedetto Castelli (1577–1644) in Pisa about the problem of squaring the Copernican theory with certain biblical passages.
Benedetto Castelli,write,Pisa,https://www.britannica.com/biography/Galileo-Galilei/Galileos-Copernicanism,In 1613 he wrote a letter to his student Benedetto Castelli (1577–1644) in Pisa about the problem of squaring the Copernican theory with certain biblical passages.
Galileo,send,Inquisition,https://www.britannica.com/biography/Galileo-Galilei/Galileos-Copernicanism,"Inaccurate copies of this letter were sent by Galileo’s enemies to the Inquisition in Rome, and he had to retrieve the letter and send an accurate copy."
Galileo,send,Rome,https://www.britannica.com/biography/Galileo-Galilei/Galileos-Copernicanism,"Inaccurate copies of this letter were sent by Galileo’s enemies to the Inquisition in Rome, and he had to retrieve the letter and send an accurate copy."
Inquisition,send,Rome,https://www.britannica.com/biography/Galileo-Galilei/Galileos-Copernicanism,"Inaccurate copies of this letter were sent by Galileo’s enemies to the Inquisition in Rome, and he had to retrieve the letter and send an accurate copy."
Florence,lodge,Galileo,https://www.britannica.com/biography/Galileo-Galilei/Galileos-Copernicanism,"Several Dominican fathers in Florence lodged complaints against Galileo in Rome, and Galileo went to Rome to defend the Copernican cause and his good name."
Florence,lodge,Rome,https://www.britannica.com/biography/Galileo-Galilei/Galileos-Copernicanism,"Several Dominican fathers in Florence lodged complaints against Galileo in Rome, and Galileo went to Rome to defend the Copernican cause and his good name."
